name,id
DAVOR BOŽINOVIĆ,bd0075d7-a8cd-4ccc-adba-2d939dab6e57
DAVOR MILIČEVIĆ,82949bfb-e0a2-41f1-9b0d-d91e3b1f6721
DAVOR PENIĆ,af00934f-2a62-4c46-8613-9674475fb1b8
DAVOR VLAOVIĆ,2ef880f2-7fb7-4119-a81b-bab7512fea65
DAVORIN MLAKAR,3d122970-e8cf-4c55-9d6f-c8c58c3b6540
DAVORIN MLAKAR,e9d1410b-ed75-4735-92f8-75d94ca95639
DINKO BURIĆ,394f60cc-2732-477d-9d47-3cec0297a54e
DOMAGOJ HAJDUKOVIĆ,cf710cc3-92ac-4af1-82e4-dcc712b11182
DOMAGOJ HAJDUKOVIĆ,d7852d23-1000-4933-9b76-736cc7d3a735
DOMAGOJ IVAN MILOŠEVIĆ,0b9a5601-cc05-437e-b86d-a9945e248a25
DOMAGOJ IVAN MILOŠEVIĆ,d8c1783a-8411-4ae5-aa79-06cfe26b8abf
DRAGAN CRNOGORAC,0cd77ad8-e0ed-4fa9-9232-42af85503460
DRAGICA ZGREBEC,37480ddf-6ff0-4dba-93c0-d55e8ec4a6c0
DRAGICA ZGREBEC,b67335d6-815e-43b8-9b24-03ce03479ed2
DRAGO PRGOMET,1bf11030-bb39-49ae-8956-e91b010ceb7c
DRAGUTIN GLAVINA,93989bb3-0153-4301-bf7b-65a7bf2d1d34
DRAGUTIN LESAR,7d1593e0-6165-425e-91c8-d032f04a64e3
DRAŽEN BARIŠIĆ,6d1ad687-c3b6-46a5-abec-8384aec18312
DRAŽEN BOŠNJAKOVIĆ,25ecbdaa-25b9-4c16-87d3-f7c10d7da112
DRAŽEN ĐUROVIĆ,b843788e-63c3-4ea8-b5b3-726ec41269b6
DRAŽENKO PANDEK,2974e5d6-c07d-4c43-b00d-9d322d65306a
DUBRAVKO BILIĆ,3803fdd0-853d-4966-9596-469a9b2df9c0
DUJOMIR MARASOVIĆ,9bdf4fd9-8abc-415d-8b50-632b9e8569c3
DUNJA ŠPOLJAR,61e7e93d-6c07-48c4-9b1f-7238b6c16ea7
Darko Milinović,a607d2ac-7473-4c86-b738-b607e7e1fc9e
Davor Bernardić,c28358e0-893f-4ad4-b8a3-448ed33b8993
Davor Božinović,bd0075d7-a8cd-4ccc-adba-2d939dab6e57
Domagoj Ivan Milošević,d8c1783a-8411-4ae5-aa79-06cfe26b8abf
ERMINA LEKAJ PRLJASKAJ,fa87d7aa-8a9e-443e-bedf-ddf139df7f9b
FRANJO LUCIĆ,46f3bd6e-1a22-49ba-9988-4a102a3df696
FRANJO LUCIĆ,fcf248a5-2742-4719-8135-e02837800846
FRANKO VIDOVIĆ,2af7d62d-f629-49c7-82c5-ced434e87f03
FRANO MATUŠIĆ,cb9f288c-e8bf-468b-8b3e-c63cdcb90ab0
FURIO RADIN,6378d3dd-3605-47b3-be49-0f76f81a83d3
FURIO RADIN,e08f91f3-247d-45be-9791-eee69c054beb
GIOVANNI SPONZA,2277fe6e-8b93-4c83-898c-46032cfeaaa5
GIOVANNI SPONZA,76b65e2d-f99c-4cb0-82e1-6a361f2ea243
GORAN BEUS RICHEMBERGH,18067b86-536d-4ad8-b982-f3708d2e22a0
GORAN BEUS RICHEMBERGH,5d57d36c-35f0-4c70-b271-24a4e84af7f0
GORAN DODIG,bb99a663-f17d-4d23-859e-3581e45aff16
GORAN MARIĆ,0a1bb041-4048-4561-9eea-a5480862f6d8
GORAN MARIĆ,639969a0-bb68-406e-ae12-37eacd23a3e0
GORDAN JANDROKOVIĆ,6b5c9949-3dd9-436b-8ac4-7677945b7baf
GORDAN JANDROKOVIĆ,d8c75e06-cc84-47a1-be77-efb37f376e4c
GORDAN MARAS,2fa689c9-9101-45ed-b0d9-ac02be190ea0
GORDANA RUSAK,9cc16eeb-4839-47eb-b7f5-97199d9844fd
GORDANA SOBOL,2e703cd4-03b9-4529-87ee-aba2140f84d7
GORDANA SOBOL,e7c0f78d-352a-45cd-9e55-e673d0ea8dee
GVOZDEN SREĆKO FLEGO,55414904-bd59-4e37-b4af-61d207d38794
Gordan Jandroković,d8c75e06-cc84-47a1-be77-efb37f376e4c
HRVOJE NEKIĆ,b67dc3b9-a25b-40b2-baac-6eac61cf11c6
Hadriana Kosor,8f1e4c65-e43f-4ce4-be39-ff24de0be952
IGOR DRAGOVAN,078e2f4b-256c-4eb7-a6d8-9bb7017becc6
IGOR DRAGOVAN,f776606b-0a27-4834-bee9-2b181ccb8ca9
IGOR KOLMAN,d569b241-c88f-498c-a0c7-405328cffa88
IGOR ČEŠEK,e6afca76-ecd0-41fc-9f68-bd52c6e085b6
ILIJA FILIPOVIĆ,9dd3a207-0edc-46b9-b81d-40367f3701fd
INES STRENJA-LINIĆ,41a51be7-368f-452e-84c1-699540f6a111
INGRID ANTIČEVIĆ MARINOVIĆ,74c2131c-72bf-4482-975b-b52240c300d1
INGRID ANTIČEVIĆ MARINOVIĆ,f5800322-6e90-4c16-8191-b660a3b6375e
IRENA PETRIJEVČANIN VUKSANOVIĆ,a3cfbba8-a2a3-4328-ba66-31bca5a6d653
IVAN ANUŠIĆ,6c520695-5441-4dc8-89c9-1e727fbb4e3f
IVAN DRMIĆ,5fb0fb4e-aec4-4141-abdf-b8e9d4840700
IVAN GRUBIŠIĆ,a188141a-1a5d-4e88-b0a4-5d1963e84458
IVAN KIRIN,86f0931a-c8f6-4769-bfb6-ef67c298c68e
IVAN KLARIN,570e2fd3-043f-4076-962a-8c2041147fee
IVAN KLARIN,af86339e-c795-4642-a58a-dd790777571c
IVAN KOVAČIĆ,36058c6b-8e41-4ff7-9c29-04bf99fd29c5
IVAN LOVRINOVIĆ,b47da2a0-af1a-4217-ae94-101f65287397
IVAN RADIĆ,7edbebac-3193-4cdb-80a1-a8fcb9583bc2
IVAN RAČAN,c7bc8051-d037-4d3b-8968-77de5ea46e70
IVAN SINČIĆ,2c1433ac-4d88-4fd9-a39c-de24dc4721da
IVAN TEPEŠ,6cff2dd3-0035-460e-b72b-ba6808c5c5ea
IVAN VRDOLJAK,84674716-3ea8-46f0-bef4-8bcca9d569e9
IVAN ŠANTEK,cd6b9385-09f3-471d-8eb5-323de5262338
IVAN ŠIMUNOVIĆ,0807146c-eace-46e4-8114-36cbbfbb966e
IVAN ŠIPIĆ,c2753611-9774-4d2f-9f05-7d77b2d0d986
IVAN ŠUKER,03d39f9d-24fb-4776-99b5-c150a4fdeb85
IVAN ŠUKER,e4fc5801-e7ae-4db3-8c7c-5576aa4deaae
IVANA POSAVEC KRIVEC,87d26a85-7ee5-4270-8efe-7f36f104408e
IVICA MANDIĆ,92fc81d0-f0df-447d-9f10-4e512d8272ae
IVICA MIŠIĆ,3882f00c-c759-4f95-8a7d-9901279604ba
IVO JELUŠIĆ,5df9ac41-c5a5-48f5-8c2e-1ab5c5e1b474
IVO JELUŠIĆ,78f5af88-8b0c-488b-873e-6a3897ac3542
Ivan Grubišić,a188141a-1a5d-4e88-b0a4-5d1963e84458
JADRANKA KOSOR,8f1e4c65-e43f-4ce4-be39-ff24de0be952
JAKŠA BALOEVIĆ,c7005bf9-06ad-4ebf-8e21-73abcdb1af07
JAROSLAV PECNIK,d438bdb9-6ec4-4208-93e8-d18b69b9602b
JASEN MESIĆ,b1dd20c2-1760-4c5b-81f4-0e54b1d3cc85
JASEN MESIĆ,ca01573d-f89b-475a-aab5-b47528fbda8e
JASNA MATULIĆ,69e18eef-1b78-4b41-9183-f5cd2ad64c66
JOSIP BILAVER,463c0dc8-2f31-4a84-9a9f-8518684c8a63
JOSIP BORIĆ,8abb96f0-5086-4014-bcee-fc93eb93b981
JOSIP BORIĆ,e70a7a2b-ac7d-4ce0-a8ef-6be8aef0de77
JOSIP KATALINIĆ,2cac6c43-eded-47eb-8cf3-2aee8447f7df
JOSIP KREGAR,f626482e-1ba3-4ed0-aa6f-29ba004850e3
JOSIP KRIŽANIĆ,7fc8cdd1-130c-4df2-a49a-71c6740c502b
JOSIP KRNIĆ,b519d501-dcd6-4b2f-a442-e9e759a3882a
JOSIP LEKO,c6934b9c-3fa6-4521-b886-d146d29c792f
JOSIP LEKO,f8558cb1-a75e-4f1d-9531-939901ce874e
JOSIP SALAPIĆ,1c9e4353-a193-4b2e-a290-072cc2f82928
JOSIP SALAPIĆ,ccae2b12-e78e-4cb0-abab-6e6a3044650b
JOSIP VUKOVIĆ,4f160f0c-dfd1-48a3-b324-cd46296e947a
JOSIP ĐAKIĆ,7bcded3f-e241-4a42-85a3-c170aa23106d
JOSIP ĐAKIĆ,7c2c51f3-5a2b-4571-a26e-621189a14f47
JOSIPA RIMAC,b65956bb-02f6-4fcf-b69a-57cec18bef3f
JOŠKO KLISOVIĆ,f456e989-652a-46a5-8dec-fa3ed59cc9f2
JURO MARTINOVIĆ,8d123ac6-f06e-47e7-bf1c-28f60ee4ab56
Jadranka Kosorová,8f1e4c65-e43f-4ce4-be39-ff24de0be952
Jasen Mesić,ca01573d-f89b-475a-aab5-b47528fbda8e
KAROLINA LEAKOVIĆ,4872e36d-a0f1-4cd0-af31-d847639011c5
KREŠIMIR BUBALO,b2ffec65-8d30-499c-852b-f1e7ae10d959
Krešimir Bubalo,b2ffec65-8d30-499c-852b-f1e7ae10d959
LADISLAV ILČIĆ,1f5a1b6d-c23c-4b3d-bb9d-986b5d49bf2e
LEON ŽULJ,030b7ded-919b-4d97-86e1-06cdc92346cf
LJILJANA CVJETOVIĆ,b096cd51-e9a0-4815-83cb-4a7b4a3af0ce
LJUBICA AMBRUŠEC,cd140416-f8a4-4e89-bd2f-8107ee5d1ef1
LJUBICA MAKSIMČUK,6e03c27c-4793-4abe-a0c7-77c6a0a574df
LUCIAN VUKELIĆ,87d42ce4-896d-4e6b-a62b-20aff62efe58
LUKA DENONA,ad4c330b-29d0-4d31-84fd-5d130d70410f
MARGARETA MAĐERIĆ,cd9124f1-7154-4e58-9722-47b3946f76b9
MARIJA BUDIMIR,d810bc3b-ebb2-41d9-85bf-b724c360fd50
MARIJA ILIĆ,1ad49b61-e653-4ee9-8420-9d742382a01c
MARIJA ILIĆ,50b4f28c-f06e-49fc-8e3c-4c53b06181fd
MARIJA LUGARIĆ,330cea4d-3b2f-469f-95e1-c8c2e52da5c6
MARIJA PUH,d5f43c78-38fb-4b9b-a33c-d1e596f33c48
MARIJA RAPO,6276bee8-587a-4558-8a32-e25446b971d8
MARIJAN KUSTIĆ,9aae037b-d994-45ba-8a61-0af6f8c65914
MARIJAN ŠKVARIĆ,6ba16e38-ea97-4582-82b7-f90104904fcb
MARIN JURJEVIĆ,57738914-eae7-4a9e-8448-929f87686bb9
MARINA LOVRIĆ MERZEL,979f94df-f13c-4169-a5e7-c37225ab25d0
MARIO HABEK,3212e57d-0f4c-4e34-a6b0-f1cbe3d58e64
MARIO HABEK,93cf99ea-0362-4ea3-a6e1-4beb7dc666d8
MARIO KLOBUČIĆ,efd075da-68cb-430e-8065-0c6e73ed64c9
MARIO MOHARIĆ,7d39cd3c-e1a5-4638-a469-6661a00bf961
MARKO SLADOLJEV,bc87110a-4d1d-457b-9423-fa267ec443fd
MARO KRISTIĆ,ab2a4aef-bede-49cb-a9aa-7ab5d0d7ac04
MARTINA BANIĆ,ed031b16-8fc9-4412-a216-71f71c679064
MELITA MULIĆ,bf6ab918-2709-40bd-a868-ef7066615c9e
MIHAEL ZMAJLOVIĆ,8250a692-c2ae-4e79-8bca-cea7abdd84f1
MILAN JURKOVIĆ,9141fdf2-2e13-466f-b37d-82b6e8b62f21
MILANKA OPAČIĆ,ba6767cc-61cd-415c-bbd5-aeaea4bee0f7
MILE HORVAT,43575869-30ad-43e3-b7b8-37c3e01ececa
MILE HORVAT,ff1c3b38-8684-4c7a-ab79-8a59a5c2decb
MILIVOJ ŠPIKA,b39b170e-c1db-4628-8c59-9336c05dac34
MILORAD BATINIĆ,9a9bba7c-077e-4c92-906c-4597faa35dea
MILORAD BATINIĆ,aca2d900-7f74-4a05-b4ee-22ec14e9b5c8
MILORAD PUPOVAC,3f687caa-6cbd-4d94-80f2-1fb8e1d70d81
MILORAD PUPOVAC,d9a9eb80-843c-4599-b33c-a925631fac81
MIODRAG DEMO,5edbc7c9-18ad-4839-9452-6f085ec9daa5
MIRANDO MRSIĆ,6bbad636-12cd-42fd-a698-866353a88994
MIRELA HOLY,b846bd6a-d046-4523-ae89-caeaba1bb3bc
MIRKO RAŠKOVIĆ,8da80b30-d5c1-492d-b85d-a6481503a099
MIRO BULJ,3515787c-9928-4efa-a410-f9e7f4799722
MIRO TOTGERGELI,ed139b6a-71a7-4e25-9e60-b7aced820b4a
MIROSLAV TUĐMAN,1bcff30d-5611-4262-9fc9-ac4781041f7e
MIROSLAV TUĐMAN,bca2c10a-0970-4620-83a6-c48de63c89ee
MIROSLAV ŠIMIĆ,4b2df4eb-ba75-4fae-81cf-98da384ff149
MLADEN MARELIĆ,69090f9e-9d4c-4af0-8475-f55f1e2dbb6d
MLADEN NOVAK,10b9f57a-777e-43b0-9c8a-802a23abdae3
Mihael Zmajlović,8250a692-c2ae-4e79-8bca-cea7abdd84f1
Milanka Opačić,ba6767cc-61cd-415c-bbd5-aeaea4bee0f7
Mirando Mrsić,6bbad636-12cd-42fd-a698-866353a88994
Mirela Holi,b846bd6a-d046-4523-ae89-caeaba1bb3bc
Miroslav Tuđman,1bcff30d-5611-4262-9fc9-ac4781041f7e
NADA MURGANIĆ,a0b81e79-8031-49e9-b341-22d576bd442d
NADA MURGANIĆ,d5de12d4-1c22-454a-9edf-e5f71e59a47a
NADA TURINA-ĐURIĆ,0c0f25a4-091e-4ea5-ae38-24d20c01f94f
NADA TURINA-ĐURIĆ,430ce6bf-ce00-4b42-8d93-338447ce2fb7
NADA ČAVLOVIĆ SMILJANEC,b314fa4d-8f1a-4b73-9846-31e4ef72c2dd
NADICA JELAŠ,3349e225-701e-4128-83b9-c9a913fdc259
NANSI TIRELI,85a67031-2cea-4755-bd19-7a9a17456629
NANSI TIRELI,b5d4c489-7984-4d32-b25e-7a6a86aa2933
NATALIJA MARTINČEVIĆ,38bab199-86df-4b1c-a7bc-22a3ab0e05ba
NEDŽAD HODŽIĆ,7a12d552-8caf-4911-ac11-92b5d0ccfb8f
NENAD STAZIĆ,2f9d63f4-d1ed-429b-8c08-de836afd9d29
NENAD STAZIĆ,4c9e1eef-8640-4a4f-b2f1-cbe6c49c5ce3
NEVENKA BEČIĆ,917accd1-75d0-402f-b8b5-c45fef544209
NIKOLA VULJANIĆ,b41d5647-8d29-4444-95d4-41029475d7b0
Nevenka Bečić,917accd1-75d0-402f-b8b5-c45fef544209
Nikola Vuljanić,b41d5647-8d29-4444-95d4-41029475d7b0
ORSAT MILJENIĆ,d407055e-beea-4487-a649-021d4f8b4ec2
PERICA JELEČEVIĆ,e90d313e-0938-4852-93b9-73f8dc5058fc
PERO ĆORIĆ,89593a34-efd4-4e79-9545-f3d494a9b244
PERO ĆOSIĆ,8c96937d-883b-486c-af7f-c240f4e90339
PETAR BARANOVIĆ,92dea900-2682-400f-a870-58010fb2ff51
PETAR ŠKORIĆ,f67d7ef1-8f66-464f-b9f0-18d1b9c2932a
PEĐA GRBIN,4ca1a50c-84d0-4535-8f67-90ec6206c919
PEĐA GRBIN,fcc19e62-ce5c-40e8-8910-0df525180456
PREDRAG MATIĆ,b951ca36-8dd6-4ce7-a181-9be4c37a2a4b
RADIMIR ČAČIĆ,0f76190b-487d-4c20-95e9-780dcca88542
RAJKO OSTOJIĆ,705674d6-9d54-414c-8c56-b5e78b8d68ab
RAJKO OSTOJIĆ,f5f8279b-350e-450c-adc5-f57cd54ab17d
RANKO OSTOJIĆ,1bc4dcab-5f24-4d61-a752-9489254a547d
ROBERT PODOLNJAK,430fc1a7-6388-40ed-a297-aa87f9045c67
ROMANA JERKOVIĆ,0f884fb3-d704-4a5e-811b-4c8275e24bcd
RUŽICA VUKOVAC,a7fef2ec-c493-4d6b-9c21-a1297d5afd47
Radimir Čačić,0f76190b-487d-4c20-95e9-780dcca88542
Rajko Ostojić,f5f8279b-350e-450c-adc5-f57cd54ab17d
Ranko Ostojić,f5f8279b-350e-450c-adc5-f57cd54ab17d
SABINA GLASOVAC,7d939bb5-fd6e-4ddf-ae6a-31683f6c715e
SANDRA KRPAN,baf259af-5217-44e3-a362-d5fe15c9edf5
SANDRA PERKOVIĆ,b48d06c4-ed06-4535-9bf4-3b1f8590c43e
SANJA PUTICA,f34a700e-c25e-49e0-a3bb-72d139a230f4
SAŠA ĐUJIĆ,cf4a0cd3-e100-459d-95c5-a4c9ec7e6148
SILVANO HRELJA,48cdefef-7901-447c-b6d0-fcda78ae6347
SILVANO HRELJA,6fcb6fcb-1aa9-4d9a-bfb5-5f819088a917
SINIŠA HAJDAŠ DONČIĆ,21c3d8db-26d5-4430-8815-fe027112fb96
SINIŠA VARGA,05772656-4704-445c-b8ae-e5949824f1d2
SLAVKO LINIĆ,584d52e1-1853-4b2f-8e05-a67cdb8fc89f
SONJA KÖNIG,0c92f44e-81d8-4955-a8f3-e9470d5044dd
SRĐAN GJURKOVIĆ,cd84e8aa-0699-4e99-9538-acce6e8c1eb9
STEVO CULEJ,0dfb8cbd-f1af-4ec9-94e7-fa94cc0bec21
STIPE PETRINA,56356b3d-2393-4d07-8097-60e8720cb23e
STJEPAN MILINKOVIĆ,85e696bb-fd25-4e01-b613-8854d3834942
STJEPAN PINTARIĆ,b3700975-124a-477c-89f9-6711f4e05c97
SUNČANA GLAVAK,67f54951-43f6-4a37-a24e-c087af201f88
TANJA VRBAT GRGIĆ,1f635e73-3673-47f7-853d-51871a6475e1
TANJA VRBAT GRGIĆ,24aae48c-e3f5-40f0-81c9-48545f4728b9
TATJANA ŠIMAC BONAČIĆ,e1be347f-47ae-436e-b765-4a017e0fb359
TIHOMIR JAKOVINA,f6bdf660-b355-4516-8ae0-d59b37079e56
TOMISLAV IVIĆ,0de708af-3d0a-4f09-b30c-be14d6281a9f
TOMISLAV KARAMARKO,244e86a6-6a0c-4932-b186-b15956dc1643
TOMISLAV KLARIĆ,fb0b4bb4-e473-4e4e-bba9-637a677b215d
TOMISLAV KONČEVSKI,5b7f9e64-c42d-4cab-818e-900b93b7b555
TOMISLAV SAUCHA,b6d5b126-406b-4294-a607-29c720b71015
TOMISLAV ČULJAK,52165273-dcda-4812-a2a7-a8e1df1450de
TOMISLAV ČULJAK,649b386a-ad2b-41a4-9951-ad45c9c2a3ab
TOMISLAV ŽAGAR,6cf17a02-2dea-4469-b19e-e74fa3e4203d
TOMISLAV ŽAGAR,85ea0d2b-75b5-48b8-b227-ec6a250eb44c
TONKA IVČEVIĆ,c3499c59-3212-4b3a-86d6-b2644fabcc5e
TUGOMIR KUDUZ,88301f58-44b8-4f21-a511-b0c01fd01a1e
TULIO DEMETLIKA,8fbe0548-ef12-4260-8dec-83d68ec42752
VALTER BOLJUNČIĆ,979045c9-b9c5-4451-b061-efb7a9bee763
VANJA POSAVAC,fff018f3-243a-4dbb-bb36-06592666d2b7
VEDRAN BABIĆ,0f137d95-4a90-4ee1-bff0-d3d694cfbb63
VEDRAN BABIĆ,f6d12306-25c8-4119-9193-10e4b0de7f58
VELJKO KAJTAZI,209644b9-80f4-42af-82d4-77e5bb693b65
VELJKO KAJTAZI,5255cfb7-f24e-4cd1-89ae-95590742aadc
VESNA PUSIĆ,cb579388-b90c-4692-bdf1-3d1b01291ff4
VESNA SABOLIĆ,5272e780-5796-438b-aefb-a8b965d8f007
VESNA ŠKARE OŽBOLT,6c61aeda-7538-480e-8a79-97e653c32b91
VESNA ŽELJEŽNJAK,03674614-a527-4841-a30c-c6ae73fbaae6
VLADIMIR BILEK,8373a3d9-7032-4d79-af1b-0f1daf8b3974
VLADIMIR BILEK,f79e7534-110b-407c-8cce-be5db682fc7e
Vesna Pusić,cb579388-b90c-4692-bdf1-3d1b01291ff4
Vesna Škare-Ožbolt,6c61aeda-7538-480e-8a79-97e653c32b91
ZDRAVKO RONKO,10e9baca-6d6d-48ad-9d8e-e394023fcb40
ZDRAVKO RONKO,d2cd90cf-4fdc-4632-8e0f-0fa5ec2a80ca
ZLATKO TUŠAK,deb589ef-b2b4-4f06-810a-cd86fdbfc390
ZORAN MILANOVIĆ,792ecafa-2061-45d8-975b-50534c73c185
ZORAN VASIĆ,5f79a14d-1504-426a-9361-0aadb9224b35
ZVONKO MILAS,dd0440bc-1fac-42d1-bb71-db7a7dd0c7fc
Zoran Milanović,792ecafa-2061-45d8-975b-50534c73c185
ĐURO POPIJAČ,aad6600d-b6e8-4916-882c-4dedd70753ea
ĐURĐICA PLANČIĆ,3e077804-88dd-4c1c-b346-03a8c35345e9
ĐURĐICA SUMRAK,fb160bed-6613-41c4-a945-e1c2273ee328
ŠANDOR JUHAS,25d832a2-66b3-400f-90e4-100554522c30
ŠANDOR JUHAS,44d6d2e2-3c37-49a6-87de-64a9faa16c3a
ŠIME LUČIN,552ee66d-0694-40d8-abd1-939df2c655f5
ŠIMO ĐURĐEVIĆ,3e8d6c04-8959-4d20-b9fc-945ca508106b
ŠTEFANIJA DAMJANOVIĆ,d32d7c2d-bb9a-4fb9-bc87-ae36c8c8fb80
ŽARKO TUŠEK,a1629dea-e112-47c2-8596-cc9fc0b10b00
ŽELJKO DILBER,37655e25-ad15-4106-8ecc-b0a2b3e08395
ŽELJKO FIOLIĆ,c0451d98-f730-4758-8dca-4be9e8fc750f
ŽELJKO GLASNOVIĆ,fa1f69f2-329e-450a-952d-b648cb8bd1c6
ŽELJKO JOVANOVIĆ,30050966-a733-443a-a20d-bddb83523f47
ŽELJKO JOVANOVIĆ,56b40582-55b8-4606-b6a4-73698f8c382a
ŽELJKO KERUM,2bdb7ef0-2055-4af1-ae08-ecdb52b3bee0
ŽELJKO MIRKOVIĆ,b86962e0-22bc-41b0-8b42-d532b36fb81f
ŽELJKO PLAZONIĆ,3d159252-0ba0-47b0-88aa-e8f30722b586
ŽELJKO REINER,5848201d-6b21-468d-be1b-f1ea599c93ea
ŽELJKO REINER,c8bd4b16-71ab-4086-babe-0666d97707f5
ŽELJKO ŠEMPER,f33d41c7-06f1-48e9-bcf1-489ec08feed5
Željko Jovanović,56b40582-55b8-4606-b6a4-73698f8c382a
Γιάντρανκα Κόσορ,8f1e4c65-e43f-4ce4-be39-ff24de0be952
Ζόραν Μιλάνοβιτς,792ecafa-2061-45d8-975b-50534c73c185
Іван Шукер,e4fc5801-e7ae-4db3-8c7c-5576aa4deaae
Јадранка Косор,8f1e4c65-e43f-4ce4-be39-ff24de0be952
Јосип Леко,f8558cb1-a75e-4f1d-9531-939901ce874e
Арсен Баук,6a304134-0843-4115-89f7-461c442668d0
Бранко Грчич,e8314715-b778-4885-95c7-922777d2fef2
Бранко Грчић,e8314715-b778-4885-95c7-922777d2fef2
Весна Пусич,cb579388-b90c-4692-bdf1-3d1b01291ff4
Весна Пусић,cb579388-b90c-4692-bdf1-3d1b01291ff4
Гордан Яндрокович,d8c75e06-cc84-47a1-be77-efb37f376e4c
Давор Божинович,bd0075d7-a8cd-4ccc-adba-2d939dab6e57
Домагој Иван Милошевић,d8c1783a-8411-4ae5-aa79-06cfe26b8abf
Драгутин Лесар,7d1593e0-6165-425e-91c8-d032f04a64e3
Жељко Јовановић,56b40582-55b8-4606-b6a4-73698f8c382a
Зоран Миланович,792ecafa-2061-45d8-975b-50534c73c185
Зоран Милановић,792ecafa-2061-45d8-975b-50534c73c185
Зоран Міланавіч,792ecafa-2061-45d8-975b-50534c73c185
Зоран Міланович,792ecafa-2061-45d8-975b-50534c73c185
Иван Грубишић,a188141a-1a5d-4e88-b0a4-5d1963e84458
Йосип Леко,f8558cb1-a75e-4f1d-9531-939901ce874e
"Карамарко, Томислав",244e86a6-6a0c-4932-b186-b15956dc1643
"Косор, Ядранка",8f1e4c65-e43f-4ce4-be39-ff24de0be952
